OTU	SA_D070	SA_D061	SA_D080	SA_D063	SA_D075	SA_D053	SA_D057	SA_D078	SA_D062	SA_D068	SA_D060	SA_D076	SA_D071	SA_D085	SA_D059	SA_D058	SA_D067	SA_D098	SA_D097	SA_D066	SA_D072	SA_D065	SA_D064	SA_D090	SA_D089	SA_D091	SA_D073	SA_D079	SA_D074	SA_D084	SA_D077	SA_D096	SA_D069	SA_D083	SA_D056	SA_D054	SA_D095	SA_D081	SA_D086	SA_D100	SA_D088	SA_D092	SA_D093	SA_D055	SA_D099	SA_D082	SA_D094	SA_D087
ASV_2021	0	0	0	0	0	0	0	0	0	0	5876	0	0	0	0	0	0	0	0	0	3001	0	0	0	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	0
ASV_2856	0	0	0	0	0	0	0	0	0	0	5876	0	0	0	0	0	0	0	0	3272	1412	0	0	0	0	0	0	0	0	4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4961	0	0	0	0	0	0	0	0	0	0	5876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3193	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6253	0	0	0	0	0	0	0	0	0	0	5876	0	0	0	0	0	0	0	0	2695	0	0	0	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_951	0	0	4289	0	0	0	0	996	829	0	0	0	3536	0	0	2690	0	1608	0	3657	1442	0	0	1892	0	0	0	0	1407	2870	0	790	327	0	0	759	0	776	0	3613	0	0	1695	0	0	1226	5863	0
ASV_10826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5850	0	0	0	0	0	0	0	0
ASV_7458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5850	0	0	0	0	2426	0	0	0
ASV_4361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5844	0	0	0	0	0	0	0	0	0	4982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_430	2146	1073	0	0	0	0	0	1448	1492	0	0	0	0	0	1058	5828	0	0	0	4042	0	2853	0	2649	2413	0	1132	0	0	0	0	0	0	0	0	759	0	0	367	0	0	0	0	0	0	0	1404	0
ASV_5830	5824	0	0	0	0	0	0	1358	0	0	0	0	0	0	0	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2074	0	439	0	1225	0	0	0	0	0	0	0	5823	0	0	0	0	772	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	946	3003	0	0	0	939	0	0	1977
ASV_1043	0	1854	0	0	0	0	0	0	5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_793	0	0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	412	0	769	0	0	0	0	0	0	3444	0	0	0	0	0	0	0	0	5795	0	2946	0	0	0	0	0	0	0
ASV_2929	0	0	0	0	0	0	0	5792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	5779	0	0	0	0	0	0	5628
ASV_1728	536	0	880	0	0	0	0	0	2652	0	3093	0	1897	0	1058	4035	0	0	0	5775	1942	0	0	0	0	0	566	0	4101	0	0	0	0	0	0	4808	0	517	660	0	0	0	661	0	0	500	0	0
ASV_2180	0	0	3740	0	0	0	0	0	0	2260	0	0	3105	0	0	0	0	0	0	5775	3883	0	0	0	2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	1065
ASV_1202	0	0	0	0	5757	0	0	634	0	0	0	2350	0	0	0	0	0	0	0	0	1030	0	1153	0	0	0	793	0	1448	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_939	0	0	880	0	0	0	0	1086	0	0	1546	0	0	0	0	2466	0	0	0	0	0	0	0	1135	5745	0	0	849	0	0	1653	1940	0	1482	520	0	784	0	0	3441	567	0	579	0	2269	0	351	837
ASV_3430	0	0	0	0	0	0	0	0	0	636	5722	0	0	0	0	672	0	0	0	866	735	0	0	0	0	0	0	0	0	502	0	0	0	0	408	0	0	575	0	0	1133	0	0	0	0	0	0	0
ASV_1831	0	0	3740	0	0	0	0	0	0	0	0	5721	0	0	2380	0	0	0	0	0	0	0	2306	0	0	0	0	1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2053	766	0	0	1319	3838	0	0	0	0	1130	2165	5721	1897	0	5686	1121	2426	0	0	0	0	0	1441	0	0	0	0	463	0	0	0	0	327	0	1188	0	0	0	0	688	0	0	992	1863	0	500	772	0
ASV_5777	0	0	0	1131	0	0	0	0	0	0	0	5721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	1394	1376	0	0	0	0	0	0	0	456
ASV_1401	996	0	5719	0	0	0	0	5702	0	2402	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	772	1126	0	0	0	0	0	0	0	0	1034	220	0	0	369	0	0	0	0	0	0
ASV_2678	0	0	0	0	0	0	0	0	0	706	1546	0	5692	0	0	0	0	0	0	0	3707	0	0	0	0	0	679	0	804	0	0	0	0	0	0	633	0	0	0	0	0	0	0	1577	0	0	0	0
ASV_4427	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0	0	0	0	0	5676	0	0	0	0	4480	0	0	0	0	0	0	0	0	0	0	0
ASV_4672	5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0
ASV_875	0	1658	1430	5276	0	0	0	0	0	0	0	3065	0	0	0	0	0	0	0	0	0	0	5669	0	0	0	0	0	0	0	0	0	785	0	817	0	0	0	1174	0	0	0	0	0	0	0	0	0
ASV_2061	0	0	2970	0	0	0	0	0	0	0	0	0	0	5268	0	0	0	0	0	0	0	0	0	1514	0	0	0	0	1448	0	0	0	0	1977	0	0	0	0	0	4129	5665	0	0	0	0	1601	0	3727
ASV_4540	0	0	0	5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548	1133	0	0	0	1017	0	0	0
ASV_576	0	0	0	0	0	0	0	0	3647	0	0	0	0	0	0	0	0	0	0	0	1647	3566	5092	0	1149	0	0	0	4021	4305	708	0	2681	0	0	0	0	0	5649	0	3513	0	0	0	0	0	0	0
ASV_4482	0	0	1100	0	0	0	1085	0	0	5510	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	463	0	0	0	0	327	0	5644	0	0	0	0	0	0	323	0	0	0	0	0	0
ASV_1916	0	0	0	0	0	0	0	1358	5636	0	0	0	0	0	0	0	0	0	0	2117	0	0	3843	2523	0	1904	0	0	0	0	0	1581	1046	0	0	0	2352	0	1541	0	4192	1016	0	0	2348	0	0	2130
ASV_3448	0	2732	0	0	0	0	0	0	5636	0	0	0	0	0	0	0	992	0	0	0	0	0	0	0	0	0	4302	0	2011	0	0	0	0	0	0	0	0	0	1981	0	0	0	0	1147	0	0	0	0
ASV_1727	0	0	0	0	0	0	0	0	0	3249	0	0	0	0	0	5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_563	0	0	0	0	0	0	0	0	0	0	3402	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4187	5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	770	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	492	0
ASV_10628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5582	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5144	2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5582	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1215	0	390	0	3203	0	0	0	0	995	0	0	1634	0	0	0	0	0	0	0	0	1059	0	5573	0	0	0	0	0	1448	574	0	0	327	395	0	0	0	0	440	0	567	0	0	0	0	0	0	0
ASV_1255	1456	0	0	0	0	0	0	0	0	0	5567	3065	0	0	0	4931	0	1005	0	0	0	0	769	0	0	609	0	0	0	3014	0	1868	588	1087	1485	0	1680	0	0	0	0	0	0	0	939	751	1615	2206
ASV_841	0	488	0	0	0	0	0	0	0	0	0	3065	0	0	0	0	441	0	0	0	353	0	1537	0	0	0	0	0	241	3014	0	0	1700	0	0	0	0	0	2861	0	5552	0	0	0	0	0	0	0
ASV_946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1834	2581	5552	0	0	0	0	0	0	532
ASV_6935	0	0	0	0	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5551	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0
ASV_1493	0	0	0	0	0	0	0	0	0	0	0	5516	0	0	0	0	0	0	0	0	824	0	0	2397	0	0	0	0	0	2296	0	719	0	0	0	0	0	0	734	3441	4419	0	661	0	4617	951	1053	2282
ASV_1565	0	0	0	1131	0	0	0	0	0	0	0	5516	0	0	0	0	0	0	0	0	0	0	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4040	0	0	0	0	0	0	0	0	0	0	0	5516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	0	0	0	0	0	0	0	0	0	0	0	3301	0	0	0	0	0	0	0	0	0
ASV_11774	0	0	0	0	5483	0	0	0	0	0	0	1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1524	0	0	0	1508	5483	0	0	0	0	0	0	3473	0	0	0	0	331	0	0	0	353	0	0	0	0	0	566	0	804	1435	0	0	588	0	0	0	560	1149	3154	0	3399	0	0	0	2661	350	0	1977
ASV_2006	383	0	0	0	5483	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	2065	793	0	0	0	2426	0	632	1065
ASV_2023	0	0	0	0	5483	0	0	362	0	0	3093	1226	1207	3863	397	0	0	0	0	577	1412	4814	0	883	1379	0	4302	0	4021	0	1338	144	0	593	0	0	896	804	1100	688	0	0	413	0	783	801	211	0
ASV_3404	0	0	0	0	5483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4360	0	0	0	2073	5483	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	2140	1922	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	367	0	793	0	0	0	783	0	0	684
ASV_527	0	0	0	0	5483	0	0	0	0	0	0	3473	517	0	0	0	0	0	0	0	824	0	0	0	0	0	1019	0	2332	0	0	0	0	0	0	0	0	230	0	516	453	0	0	0	0	0	0	0
ASV_964	0	1854	0	0	0	0	0	0	5304	0	4639	0	4830	0	0	3586	0	0	2296	0	4001	0	0	0	0	0	2378	0	5469	3014	0	1796	0	0	0	0	1568	575	4035	0	0	0	0	0	0	0	2598	0
ASV_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	0	1826	0	0	0	0	0	0	5449	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0	2030	1320	4495	0	0	0	209	0	0	456
ASV_2437	0	0	0	0	0	0	0	5430	0	0	0	0	0	0	0	0	0	0	0	5390	0	0	0	1640	0	0	0	0	1126	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1928	0	0	0	0	0	0	0	0	1658	0	0	0	0	0	2116	0	882	0	0	0	0	0	0	0	0	0	1925	0	2654	0	0	0	0	692	0	0	0	0	5428	0	0	0	0	0	0	0	0	0
ASV_1717	0	0	0	0	0	0	0	0	0	2825	0	0	0	1054	0	0	5403	0	0	1347	0	357	0	0	0	1599	566	0	885	1148	0	0	0	692	0	1012	448	0	880	0	0	0	0	0	235	0	0	0
ASV_8807	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5390	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	185	0	0	0	0	0	0
ASV_3270	0	0	1650	0	0	0	0	1629	0	0	0	0	0	0	0	0	0	0	0	1155	0	0	0	2018	0	533	0	1466	5388	0	315	0	0	0	0	0	0	1551	0	0	0	92	0	0	0	1351	351	0
ASV_2651	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379	0	0	0	0	0	0	1796	0	494	0	0	5376	2011	0	0	0	0	1571	0	0	1551	0	0
ASV_4952	0	0	0	0	0	0	1085	0	0	5368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	5347	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	0	0	0	0	0	5355	0	0	0	0	0	0	0	0	0
ASV_2397	0	0	5169	0	0	0	0	0	0	2402	2165	0	0	0	0	0	221	0	0	0	0	0	0	0	0	152	0	386	0	0	0	0	588	0	5347	0	0	0	0	0	0	416	0	0	0	0	0	0
ASV_4562	0	0	0	0	0	0	0	724	0	0	0	0	5347	0	0	0	0	0	0	0	2236	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1284	2452	0	4289	0	0	0	0	5340	0	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	849	402	0	472	0	0	0	0	0	0	862	0	860	0	0	0	0	0	2002	772	0
ASV_1256	307	1658	0	1508	0	0	0	0	1326	0	4021	0	2760	0	1190	0	1433	0	939	0	706	0	3171	0	0	228	4076	309	1769	718	0	0	1112	692	1040	2151	0	402	0	5333	3059	0	0	573	1409	951	0	608
ASV_890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	3154	4022	0	0	0	0	0	2283	0	2550	0	0	3037	0	0	0	5333	0	970	0	0	1487	0	0	1369
ASV_808	0	0	0	3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3547	0	0	0	0	0	0	0	0	0	0	0	5312	0	0	0	0	0	0	0	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1809	0	0	0	1070	0	0	0	0	0	0	0	5310	0	0	0	791	0	0	0	0	0	0	1020	0	0	0	0	0	0	0
ASV_340	690	0	330	0	0	0	0	0	0	848	3093	2860	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	724	5310	0	0	654	0	1114	0	0	172	514	0	0	277	0	0	0	0	0	0
ASV_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1353	0	0	0	0	0	0	0	0	5310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2592	0	0	0	0	0	0	2169	0	0	0	0	0	0	0	0	897	0	0	313	0	0	892	0	0	0	0	0	0	402	1005	0	0	654	0	743	0	336	0	4548	0	453	0	0	5303	0	150	351	0
ASV_2379	0	0	0	0	0	0	0	0	0	5298	0	0	0	0	0	0	0	0	0	0	0	0	1105	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1478	5288	0	3080	0	0	0	0	2444	0	0	4330	0	0	0	0	2017	0	0	0	2695	3060	0	0	0	0	0	0	540	2011	0	866	0	0	0	0	0	0	0	0	0	1586	0	0	0	0	450	913	0
ASV_10327	0	0	0	0	0	0	0	0	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1577	230	0	1320	0	0	0	0	0	1989	0	5258	2247	0	0	0	0	0	0	0	0	1647	0	192	0	0	457	0	772	724	431	0	0	131	692	0	0	0	977	0	688	1020	0	248	0	470	550	351	304
ASV_479	0	0	0	2450	0	0	0	0	0	0	5258	0	0	0	1983	0	0	2513	0	0	559	0	4852	0	0	0	0	0	1126	0	0	0	1373	0	0	0	0	0	4915	1204	2040	0	0	2222	0	450	0	0
ASV_7547	0	195	0	0	0	0	0	0	0	424	5258	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	679	0	322	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
ASV_4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3564	0	0	0	0	0	0	0	0	5232	0	0	0	0
ASV_1516	3832	0	3300	0	0	0	0	0	0	5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4752	0	0	0	0	0	0	0	992	0	0	0	0	0
ASV_1562	0	0	0	0	0	0	0	0	0	0	0	0	0	4214	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	5227	3588	0	0	0	889	0	0	0	804	1247	0	0	0	0	0	0	1001	0	1065
ASV_2871	0	0	0	0	0	0	0	0	995	0	0	0	1035	0	0	0	0	0	0	0	883	0	1057	0	0	0	1472	0	5227	0	0	0	0	0	0	0	0	0	3741	0	0	0	496	0	0	350	0	0
ASV_4641	0	0	3190	0	0	0	0	0	0	5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	1308	0	1856	0	0	0	0	0	0	1108	0	0	0	0	0	0
ASV_4989	230	0	0	0	0	0	0	0	0	5227	0	0	0	0	0	897	662	0	0	1925	0	0	0	0	0	0	0	0	0	0	0	0	523	0	3045	0	0	0	0	0	0	0	0	0	0	200	0	0
ASV_5052	0	585	1100	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5227	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4577	5211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0
ASV_2823	0	0	0	0	0	0	0	0	0	0	0	5210	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646
ASV_695	1954	0	0	0	0	0	0	0	0	0	0	5210	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	2296	0	0	0	0	0	0	0	718	0	0	0	0	0	0	0	1977	1580	0
ASV_6356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	0	0	0	0	0	0	1405	0	0	0	1334	0
ASV_7850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0
ASV_346	0	0	0	0	4753	0	0	966	5193	1225	1237	1771	0	0	0	0	0	0	0	2824	314	4636	545	1892	3064	2564	1472	0	2198	0	0	0	0	0	0	1560	0	4826	611	0	1322	1155	1763	0	495	4904	3464	0
ASV_3473	0	0	1540	0	0	0	0	2534	0	0	0	0	0	0	0	0	5182	0	0	2117	0	4458	0	1009	0	1066	0	1003	0	0	0	0	0	0	2153	0	0	689	0	0	0	554	0	0	0	0	0	0
ASV_1574	0	0	5169	0	0	0	0	181	0	0	0	1634	0	0	0	1345	0	0	0	0	471	0	0	0	0	0	0	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0
ASV_577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	1353	0	0	0	0	0	0	0	563	5166	0	0	196	0	0	0	0	0	1174	0	1133	0	0	0	0	0	0	0
ASV_3591	0	0	0	2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5161	2719	0	0	0	4773	0	0	989
ASV_3995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2356	0	0	0	0	0	0	0	5154	0	0
ASV_1063	5135	0	0	0	0	0	0	0	0	1271	0	0	776	0	0	3138	0	0	0	2791	765	0	0	1388	0	0	0	0	1086	0	0	0	817	0	557	0	0	0	0	0	0	0	0	0	0	375	1369	0
ASV_6717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	5135	0	0	0	0	0	0	0	0	0
ASV_5264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5119	0	0	0	0	0	0	0	0	4018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2317	0	0	0	0	0	0	0	0	2155	0	0	5108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12289	0	0	0	5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_888	0	0	440	0	0	1452	0	1358	0	424	0	1634	0	0	0	0	0	0	0	2502	0	3031	0	3911	4826	381	0	231	0	0	2991	0	0	0	0	0	0	0	0	2065	2379	185	0	0	5086	0	0	1749
ASV_2230	0	0	0	0	0	5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8506	0	5073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3994	0	0	0	0	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	0	0	0	0	2925	0	0	0	0	0	751	5056	0
ASV_5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2902	5056	609	0	0	0	0	0	0	0	1285	0	0	0	0	0	0	0	323	0	0	0	0	0	0
ASV_6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5030	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0
ASV_314	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	5023	0	0	0	0	371	0	224	0	0	0	0	139	0	0	0	0	140	0
ASV_7237	0	0	0	0	0	0	0	0	0	2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5017	0	0	0	0
ASV_5158	0	0	0	0	0	0	0	1629	0	0	0	0	0	0	0	0	1103	0	0	5005	0	2853	0	3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5866	0	0	1430	0	0	0	0	0	0	2119	0	0	0	0	0	0	0	0	0	5005	0	0	0	0	0	762	0	1003	0	0	0	0	0	0	0	0	0	0	0	1376	0	508	0	0	0	0	0	0
ASV_4653	0	0	0	0	3838	0	0	0	0	0	0	1022	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4989	3513	0	0	0	939	0	0	3651
ASV_6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	4988	0	0	0	0	0	0	0	0	0
ASV_1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0	4985	0	0	0	1017	0	0	0
ASV_6353	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	4982	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4148	4981	0	1100	0	0	0	0	0	0	2684	0	0	0	0	0	3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2302	0	0	0	0	0	0	0	0	0	0	1401	0	0
ASV_6166	0	0	0	0	0	0	0	4978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_936	0	0	660	0	0	0	0	4978	1989	1837	0	0	0	2809	0	0	0	0	0	0	0	0	0	3532	804	0	0	617	0	0	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10177	0	0	0	0	0	0	0	0	0	0	4948	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9325	0	0	0	0	0	0	0	0	0	0	4948	0	345	0	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
